Designator,Mid X,Mid Y,Rotation,Layer
A1,147.391328,-48.207884,90.0,top
BZ1,183.35625,-52.3875,180.0,top
SW1,183.1593,-41.64705,0.0,top
SW10,181.714403,-126.127331,0.0,top
SW2,181.774602,-110.416467,0.0,top
SW3,183.1975,-45.24375,0.0,top
SW5,164.77362,-110.492331,0.0,top
SW6,164.77362,-126.042331,0.0,top
SW7,164.77362,-141.592331,0.0,top
SW8,148.058353,-126.062347,0.0,top
SW9,183.1975,-38.1,0.0,top
U3,155.37362,-80.917331,0.0,top
